,REVENUE,HWT_SUBSCRIBER,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_REGISTRATION,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,fe_CUSTOMER_COMPANY,fe_CUSTOMER_DOMAIN,fe_ONLY_HWT_CUSTOMER,fe_WP_INACTIVE_SUB,fe_WP_BASIC_SUB,fe_WP_PREMIUM_SUB
1482,1429.0,0,89,3,6,3,108.1,1,3,1,1,6,2,11,1,4,0,0,0.0,237.7,6,1,3,13,0,0,0.033707865168539325,0.120259019426457,1,hotmail,junk_domain,0,1,0,0
1483,2511.25,0,44,1,6,3,49.0,1,1,0,1,5,2,8,4,1,1,0,20.0,95.1,4,0,3,14,0,0,0.022727272727272728,0.2857142857142857,1,gmail,personal_domain,0,1,0,0
1484,1200.0,0,32,8,6,10,80.35,1,2,0,1,4,2,31,4,3,0,0,0.0,91.2,3,0,2,16,0,0,0.25,0.19912881144990668,0,mmm,professional_domain,0,0,1,0
1485,1415.0,0,97,2,4,6,96.0,1,0,0,1,6,2,13,2,2,0,0,0.0,149.6,4,0,3,12,203,0,0.020618556701030927,0.125,1,protonmail,personal_domain,0,1,0,0
1487,1205.0,0,26,2,6,9,58.9,1,1,2,1,6,2,12,0,1,1,0,10.0,81.6,3,0,2,16,0,0,0.07692307692307693,0.27164685908319186,1,jnj,professional_domain,0,0,1,0
1488,1759.0,0,42,2,6,2,182.47,1,1,0,1,5,1,9,0,1,0,0,20.0,156.9,5,1,4,10,130,0,0.047619047619047616,0.05480352934728997,1,travelers,professional_domain,0,0,0,1
1489,4123.5,0,113,3,8,2,125.56,1,2,0,0,6,2,27,0,2,0,0,20.0,262.2,7,2,3,13,362,0,0.02654867256637168,0.10353615801210576,0,chevron,professional_domain,0,0,0,1
1490,3457.5,0,202,8,6,10,90.66,1,4,0,0,5,2,4,0,3,0,0,10.0,149.4,3,1,3,14,0,0,0.0396039603960396,0.1544231193470108,1,gmail,personal_domain,0,1,0,0
1491,1335.0,0,73,5,2,3,105.0,0,1,0,1,6,2,45,9,4,0,0,20.0,146.1,4,0,2,15,0,0,0.0684931506849315,0.14285714285714285,0,msn,junk_domain,0,0,1,0
1492,2565.0,0,50,4,8,9,94.4,1,5,1,1,5,0,13,0,1,1,1,10.0,199.5,6,1,3,11,0,0,0.08,0.11652542372881355,1,gmail,personal_domain,0,0,0,1
1494,980.0,0,15,6,12,10,23.77,1,0,0,1,5,2,1,3,4,1,0,0.0,109.2,4,0,1,17,0,0,0.4,0.7151872107698779,1,yahoo,personal_domain,0,1,0,0
1496,2248.75,0,50,1,6,10,41.0,1,3,0,0,5,1,5,0,1,0,0,10.0,81.6,2,0,2,17,0,0,0.02,0.4146341463414634,1,dupont,professional_domain,0,1,0,0
1499,1497.0,0,51,4,5,2,72.07,1,4,0,1,5,1,9,0,3,0,0,30.0,123.6,4,0,3,12,0,1,0.0784313725490196,0.16650478701262664,1,me,junk_domain,0,1,0,0
1501,1240.0,0,40,3,5,9,37.24,1,3,0,1,5,2,49,0,1,0,0,30.0,104.0,4,0,3,14,0,0,0.075,0.3759398496240601,0,travelers,professional_domain,0,0,1,0
1503,2059.0,0,205,6,9,6,76.25,1,0,0,1,5,1,11,5,1,1,1,10.0,166.5,5,0,3,14,0,0,0.02926829268292683,0.1836065573770492,1,me,junk_domain,0,1,0,0
1504,1230.0,0,36,8,5,7,80.6,1,0,0,0,6,2,8,4,8,1,0,10.0,86.4,3,0,3,12,0,0,0.2222222222222222,0.14888337468982632,1,protonmail,personal_domain,0,0,0,1
1505,1790.0,0,83,4,4,2,203.03,1,1,0,1,5,2,8,0,8,1,0,30.0,180.0,5,1,3,14,16,0,0.04819277108433735,0.06895532679899523,1,jnj,professional_domain,0,1,0,0
1506,820.0,0,16,5,11,1,76.54,1,3,0,1,5,2,10,0,1,0,0,20.0,54.0,2,0,2,17,0,0,0.3125,0.22210608831983275,1,gmail,personal_domain,0,0,1,0
1507,3080.0,0,71,1,8,7,42.0,1,0,0,0,5,1,7,0,1,0,0,20.0,197.8,7,1,3,13,342,0,0.014084507042253518,0.30952380952380953,1,gmail,personal_domain,0,1,0,0
1508,1630.0,0,91,3,5,10,146.3,1,4,0,0,5,2,10,0,3,0,0,20.0,155.8,3,0,3,12,0,0,0.03296703296703297,0.08202323991797675,1,yahoo,personal_domain,0,1,0,0
1509,2587.5,0,53,9,6,3,115.96,1,1,0,1,6,1,51,0,6,1,0,10.0,134.6,4,1,4,9,60,0,0.16981132075471694,0.07761296998965161,0,gmail,personal_domain,0,0,1,0
1510,3675.0,0,126,6,6,2,115.25,0,1,0,1,6,1,1,1,4,0,0,30.0,166.2,6,1,4,9,0,0,0.047619047619047616,0.07809110629067245,1,disney,professional_domain,0,1,0,0
1511,4530.0,0,211,10,8,4,133.43,1,0,1,1,6,2,8,4,0,0,0,10.0,250.0,7,1,4,9,130,0,0.04739336492890995,0.06745109795398335,1,protonmail,personal_domain,0,1,0,0
1512,1630.0,0,38,5,6,7,95.2,1,0,0,0,6,1,2,0,4,0,0,10.0,126.1,4,1,3,13,0,0,0.13157894736842105,0.13655462184873948,1,yahoo,personal_domain,0,1,0,0
1514,2010.0,0,120,6,7,2,100.96,1,2,0,0,6,2,39,3,1,0,0,10.0,156.0,5,0,3,14,0,0,0.05,0.1386687797147385,0,pfizer,professional_domain,0,0,0,1
1515,2827.5,0,95,3,10,2,228.73,1,0,0,1,5,2,51,4,0,0,0,10.0,144.8,4,1,3,14,238,0,0.03157894736842105,0.061207537271018235,0,yahoo,personal_domain,0,0,1,0
1516,3903.0,0,106,3,9,4,126.98,1,0,0,0,4,1,6,1,0,1,1,20.0,162.0,4,1,4,10,70,0,0.02830188679245283,0.0787525594581824,1,yahoo,personal_domain,0,1,0,0
1517,1280.0,0,87,3,5,2,94.0,1,0,1,0,6,2,8,0,6,0,0,10.0,106.7,2,0,3,14,0,0,0.03448275862068965,0.14893617021276595,1,caterpillar,professional_domain,0,1,0,0
1518,1755.0,0,119,5,6,5,110.9,0,0,0,0,5,1,7,0,2,1,0,10.0,142.2,5,1,3,13,210,0,0.04201680672268908,0.11722272317403065,1,gmail,personal_domain,0,1,0,0
1519,1380.0,0,29,8,5,4,74.0,1,0,1,1,6,1,10,0,0,0,0,30.0,190.4,5,0,2,18,0,0,0.27586206896551724,0.2432432432432433,1,protonmail,personal_domain,0,0,1,0
1520,4132.5,0,78,3,8,9,100.62,1,0,1,0,6,1,30,4,0,0,0,20.0,216.1,6,1,4,10,300,0,0.038461538461538464,0.09938382031405286,0,gmail,personal_domain,0,0,1,0
1523,1915.0,0,79,3,8,3,41.05,1,5,1,1,6,1,7,0,4,1,0,30.0,128.0,3,0,3,15,0,0,0.0379746835443038,0.3654080389768575,1,protonmail,personal_domain,0,1,0,0
1524,3675.0,0,97,5,9,5,98.0,1,2,0,1,5,1,12,0,0,0,0,10.0,160.2,5,1,4,11,180,0,0.05154639175257732,0.11224489795918367,1,gmail,personal_domain,0,1,0,0
1525,3300.0,0,81,6,8,2,91.42,1,3,1,1,5,1,37,1,0,1,0,30.0,234.0,7,2,2,16,0,0,0.07407407407407407,0.17501640778823013,0,protonmail,personal_domain,0,0,1,0
1526,3600.0,0,83,5,7,9,104.5,1,0,0,0,5,1,14,0,4,0,0,20.0,252.0,7,1,4,10,290,0,0.060240963855421686,0.09569377990430622,1,protonmail,personal_domain,0,1,0,0
1527,1249.0,0,35,9,4,10,74.0,1,1,0,1,5,2,11,0,7,0,0,20.0,78.0,2,0,2,17,0,0,0.2571428571428571,0.2297297297297297,1,gmail,personal_domain,0,0,0,1
1528,1435.0,0,39,7,8,2,68.0,0,0,0,1,5,1,8,0,2,0,0,30.0,115.8,3,0,1,19,0,0,0.1794871794871795,0.2794117647058824,1,jnj,professional_domain,0,0,0,1
1529,995.0,0,13,4,11,3,82.2,1,0,0,0,5,1,8,0,3,1,0,30.0,79.2,3,0,2,16,0,0,0.3076923076923077,0.19464720194647198,1,protonmail,personal_domain,0,0,1,0
1532,1330.0,0,28,6,8,5,475.8,1,2,0,1,5,2,13,0,0,0,0,10.0,148.8,4,1,3,14,44,0,0.21428571428571427,0.029424127784783517,1,yahoo,personal_domain,0,0,1,0
1533,1241.0,0,29,7,6,1,100.16,1,2,0,1,5,1,9,4,4,0,0,30.0,102.0,3,0,2,16,0,0,0.2413793103448276,0.1597444089456869,1,protonmail,personal_domain,0,0,0,1
1535,1320.0,0,55,6,6,9,77.2,1,0,0,1,5,2,4,2,1,0,0,20.0,105.7,4,0,3,13,0,0,0.10909090909090907,0.16839378238341968,1,protonmail,personal_domain,0,1,0,0
1536,2550.0,0,136,6,7,1,105.56,1,0,0,1,6,1,36,0,2,1,0,10.0,182.9,6,0,3,12,120,0,0.04411764705882353,0.1136794240242516,0,gmail,personal_domain,0,0,0,1
1537,800.0,0,14,8,11,3,78.04,1,1,0,1,5,1,7,1,8,0,0,30.0,86.1,3,0,3,13,0,1,0.5714285714285714,0.1665812403895438,1,jpmorgan,professional_domain,0,0,1,0
1538,3951.0,0,147,7,9,7,125.04,0,0,1,0,5,1,1,0,2,0,0,10.0,158.2,5,0,4,10,302,0,0.047619047619047616,0.0799744081893794,1,ge,for_proft_domain,0,1,0,0
1539,1300.0,0,31,7,7,7,95.67,1,0,0,1,5,1,43,0,5,0,0,30.0,83.8,3,0,2,18,0,0,0.2258064516129032,0.18814675446848544,0,dupont,professional_domain,0,0,1,0
1540,2895.0,0,128,3,8,2,114.24,1,4,1,1,6,1,7,0,4,1,0,10.0,205.4,5,1,3,13,40,0,0.0234375,0.11379551820728293,1,nike,professional_domain,0,1,0,0
1541,1530.0,0,35,4,5,8,100.32,1,1,1,1,5,1,9,4,1,0,0,10.0,164.7,4,1,2,15,0,0,0.11428571428571427,0.14952153110047847,1,verizon,professional_domain,0,0,0,1
1542,2765.0,0,61,1,7,2,33.0,1,0,1,1,4,2,42,3,2,0,0,10.0,211.9,5,1,3,11,333,0,0.016393442622950817,0.3333333333333333,0,protonmail,personal_domain,0,0,1,0
1543,1220.0,0,89,5,7,4,105.68,0,0,0,0,5,2,10,0,4,0,0,20.0,96.0,3,0,2,15,0,0,0.05617977528089888,0.14193792581377745,1,gmail,personal_domain,0,1,0,0
1544,3373.5,0,60,6,6,2,109.4,0,3,0,1,6,2,1,0,2,0,0,30.0,146.8,4,1,3,13,0,0,0.1,0.11882998171846434,1,gmail,personal_domain,0,1,0,0
1546,1385.0,0,42,5,7,2,139.35,1,3,0,1,5,2,3,4,2,1,0,30.0,144.5,4,0,3,13,0,0,0.11904761904761905,0.09329027628274132,1,yahoo,personal_domain,0,1,0,0
1549,3015.0,0,159,3,7,10,103.05,1,2,0,1,5,2,13,0,3,0,0,30.0,197.7,5,0,4,10,0,0,0.018867924528301886,0.0970402717127608,1,gmail,personal_domain,0,1,0,0
1551,1280.0,0,61,3,5,2,82.3,1,4,0,1,5,2,4,1,1,0,0,30.0,118.0,4,0,3,12,0,0,0.049180327868852465,0.14580801944106928,1,msn,junk_domain,0,1,0,0
1552,1150.0,0,33,6,3,3,59.2,1,3,0,1,5,1,13,0,0,0,0,30.0,99.5,3,0,2,15,0,0,0.18181818181818185,0.25337837837837834,1,protonmail,personal_domain,0,0,1,0
1553,900.0,0,15,7,12,3,74.0,1,4,1,1,6,1,37,0,1,0,0,30.0,104.0,4,0,3,13,0,0,0.4666666666666667,0.17567567567567569,0,yahoo,personal_domain,0,0,1,0
1554,1440.0,0,40,5,3,8,100.0,1,1,0,0,6,2,8,9,2,0,0,10.0,90.4,3,0,4,10,0,0,0.125,0.1,1,live,junk_domain,0,1,0,0
1555,4350.0,0,126,2,9,2,122.56,1,5,0,0,5,2,2,7,2,0,0,30.0,171.8,5,1,4,8,230,0,0.015873015873015872,0.06527415143603132,1,mmm,professional_domain,0,1,0,0
1557,2100.0,0,49,2,4,2,139.75,1,1,0,1,6,2,10,0,4,1,0,30.0,207.3,5,2,3,12,119,0,0.040816326530612235,0.08586762075134168,1,ibm,professional_domain,0,0,0,1
1558,1977.5,0,46,1,4,10,17.9,1,1,0,0,6,2,4,0,1,0,0,30.0,121.8,5,0,2,15,285,0,0.021739130434782608,0.8379888268156426,1,gmail,personal_domain,0,1,0,0
1559,1190.0,0,40,6,8,3,59.0,1,3,0,0,6,1,9,0,2,1,0,10.0,148.0,4,0,2,16,0,0,0.15,0.2711864406779661,1,yahoo,personal_domain,0,0,0,1
1560,3045.0,0,168,5,6,6,91.4,1,1,0,1,5,2,16,0,2,0,0,10.0,137.2,4,0,3,13,0,0,0.029761904761904764,0.1422319474835886,0,exxon,professional_domain,0,1,0,0
1561,2785.5,0,100,8,6,1,85.95,1,1,0,0,5,2,35,1,1,1,0,20.0,225.6,6,1,3,12,0,0,0.08,0.13961605584642234,0,aol,junk_domain,0,0,1,0
1562,2775.0,0,126,7,5,1,128.49,0,1,2,0,6,1,12,7,1,0,0,10.0,175.5,5,1,3,13,196,1,0.05555555555555555,0.1011751887306405,1,gmail,personal_domain,0,1,0,0
1564,1090.0,0,15,6,13,7,86.93,0,2,0,1,5,1,3,0,3,1,0,20.0,90.7,3,0,2,14,0,0,0.4,0.16104911998159438,1,chevron,professional_domain,0,1,0,0
1565,3225.0,0,174,6,7,4,116.85,1,0,0,0,6,1,11,0,7,0,0,10.0,187.2,5,1,3,13,108,0,0.03448275862068965,0.11125374411638854,1,yahoo,personal_domain,0,1,0,0
1566,1615.0,0,38,9,6,1,101.9,1,0,0,1,6,2,35,0,2,0,0,20.0,134.2,5,1,3,11,0,0,0.2368421052631579,0.10794896957801764,0,walmart,professional_domain,0,0,1,0
1567,1270.0,0,30,6,5,9,82.5,1,2,0,1,6,2,3,0,3,1,1,20.0,110.7,3,0,2,16,0,0,0.2,0.19393939393939394,1,yahoo,personal_domain,0,1,0,0
1568,550.0,0,15,9,11,3,66.0,0,0,0,1,5,1,12,0,0,1,0,20.0,109.2,5,0,1,19,0,0,0.6,0.2878787878787879,1,goldmansacs,professional_domain,0,0,1,0
1569,809.0,0,13,9,11,9,49.5,0,3,0,1,5,2,4,7,2,1,1,10.0,104.9,3,0,2,16,0,0,0.6923076923076923,0.3232323232323233,1,cocacola,professional_domain,0,0,0,1
1572,1945.0,0,176,3,8,5,77.14,1,1,0,0,6,2,13,3,1,1,0,30.0,123.2,4,0,3,12,82,0,0.017045454545454544,0.155561317085818,1,yahoo,personal_domain,0,1,0,0
1573,960.0,0,13,8,11,10,85.5,1,0,0,1,5,2,14,3,3,0,0,30.0,113.7,6,0,1,16,0,0,0.6153846153846154,0.1871345029239766,1,yahoo,personal_domain,0,0,1,0
1574,1315.0,0,36,9,4,1,124.25,1,3,0,1,4,2,12,8,5,1,0,20.0,103.9,4,0,3,14,0,0,0.25,0.11267605633802814,1,passport,junk_domain,0,0,0,1
1576,2605.5,0,77,6,8,5,101.24,1,0,1,0,5,2,15,0,2,0,0,10.0,125.4,3,0,4,9,140,0,0.07792207792207792,0.08889766890557092,0,yahoo,personal_domain,0,1,0,0
1577,2922.5,0,37,1,7,3,38.0,1,1,0,0,6,2,28,2,1,1,1,10.0,164.4,5,2,3,13,238,0,0.027027027027027032,0.34210526315789475,0,gmail,personal_domain,0,0,1,0
1578,2835.0,0,52,1,8,9,53.0,1,1,0,1,6,1,9,0,1,0,0,10.0,132.0,4,0,3,12,0,0,0.019230769230769232,0.22641509433962265,1,visa,professional_domain,0,1,0,0
1579,1565.0,0,43,5,4,3,190.55,1,0,0,1,6,1,3,0,4,0,0,30.0,133.8,3,1,3,13,100,0,0.11627906976744184,0.06822356336919444,1,gmail,personal_domain,0,1,0,0
1580,2782.5,0,216,8,9,10,104.65,1,0,0,1,6,2,7,0,0,1,0,20.0,152.8,4,1,3,13,0,0,0.037037037037037035,0.12422360248447205,1,gmail,personal_domain,0,1,0,0
1582,2902.5,0,138,4,7,9,131.51,1,0,0,0,4,2,12,0,0,0,0,10.0,222.3,6,2,3,13,1115,0,0.028985507246376805,0.0988517983423314,1,yahoo,personal_domain,0,1,0,0
1584,1100.0,0,66,3,5,3,122.75,1,1,0,1,5,2,11,2,4,0,0,10.0,177.6,7,0,4,11,95,0,0.045454545454545456,0.08961303462321793,1,apple,professional_domain,0,1,0,0
1585,1370.0,0,91,5,6,9,121.45,1,1,0,1,6,2,43,0,0,0,0,10.0,192.0,8,0,3,11,567,0,0.054945054945054944,0.09057225195553724,0,yahoo,personal_domain,0,0,1,0
1587,1850.0,0,76,3,6,7,138.75,1,2,0,0,5,1,9,2,0,0,0,20.0,118.8,2,1,3,11,0,0,0.03947368421052632,0.07927927927927927,1,hotmail,junk_domain,0,1,0,0
1588,3435.0,0,278,13,6,4,127.0,1,0,0,0,6,2,5,0,1,0,0,20.0,164.4,3,1,3,14,145,0,0.04676258992805756,0.11023622047244094,1,protonmail,personal_domain,0,1,0,0
1589,1780.0,0,78,3,8,10,121.9,1,1,0,1,5,1,50,0,5,0,0,10.0,186.8,5,1,3,14,74,0,0.038461538461538464,0.11484823625922888,0,gmail,personal_domain,0,0,1,0
1590,3105.0,0,258,7,7,8,128.01,0,1,0,1,6,2,13,2,2,0,0,10.0,163.6,6,1,4,9,208,0,0.027131782945736437,0.07030700726505743,1,protonmail,personal_domain,0,1,0,0
1591,1379.0,0,79,6,3,2,203.03,1,0,0,0,6,2,7,0,11,1,0,10.0,89.2,3,0,2,16,47,0,0.0759493670886076,0.07880608777028025,1,merck,professional_domain,0,1,0,0
1592,2662.5,0,188,3,8,8,82.96,1,0,1,1,6,2,8,0,0,1,0,30.0,141.8,3,1,3,13,150,0,0.015957446808510637,0.15670202507232406,1,yahoo,personal_domain,0,1,0,0
1594,1370.0,0,40,4,7,4,91.4,1,0,0,1,5,1,8,0,5,1,0,10.0,86.0,2,0,3,15,0,0,0.1,0.16411378555798686,1,protonmail,personal_domain,0,1,0,0
1595,1810.0,0,63,3,9,2,119.2,1,1,0,1,5,2,2,0,2,0,0,10.0,165.9,6,0,3,13,122,0,0.047619047619047616,0.10906040268456377,1,yahoo,personal_domain,0,1,0,0
1598,1857.0,0,104,6,6,3,86.56,1,2,0,0,5,1,1,0,2,1,0,20.0,148.9,5,1,3,11,0,0,0.0576923076923077,0.12707948243992606,1,chevron,professional_domain,0,1,0,0
1599,970.0,0,16,2,12,2,106.0,0,0,0,0,7,2,11,8,1,1,0,10.0,86.4,2,0,3,12,0,0,0.125,0.11320754716981132,1,yahoo,personal_domain,0,0,1,0
1600,2520.0,0,120,3,7,10,123.96,1,0,0,1,5,2,4,0,0,1,1,20.0,195.9,6,1,3,12,0,0,0.025,0.0968054211035818,1,protonmail,personal_domain,0,1,0,0
1602,1415.0,0,34,3,6,2,78.36,1,0,0,1,6,1,12,7,2,0,0,30.0,89.4,3,1,3,12,0,0,0.08823529411764706,0.15313935681470134,1,protonmail,personal_domain,0,0,1,0
1604,1325.0,0,42,2,3,10,76.8,1,0,0,1,5,1,3,0,1,0,0,10.0,97.0,3,0,3,11,0,1,0.047619047619047616,0.14322916666666669,1,yahoo,personal_domain,0,1,0,0
1605,1600.0,0,50,3,7,2,88.5,1,3,0,1,5,1,52,3,3,0,0,20.0,188.2,6,2,3,14,0,0,0.06,0.15819209039548024,0,yahoo,personal_domain,0,0,1,0
1606,3480.0,0,108,4,8,10,72.41,0,0,0,1,6,2,8,2,3,0,0,20.0,157.7,4,1,3,15,394,0,0.037037037037037035,0.20715370805137406,1,protonmail,personal_domain,0,1,0,0
1607,1700.0,0,77,3,7,10,108.67,1,2,0,1,6,1,22,0,1,1,0,10.0,143.0,6,1,3,13,0,0,0.03896103896103896,0.11962823226281402,0,live,junk_domain,0,0,0,1
1608,2505.0,0,79,2,5,1,113.16,1,0,0,0,5,1,5,0,0,1,1,10.0,189.4,6,1,3,15,44,0,0.02531645569620253,0.1325556733828208,1,gmail,personal_domain,0,1,0,0
1609,1130.0,0,28,2,5,9,217.5,1,1,0,1,5,1,14,0,1,0,0,20.0,98.8,2,0,3,14,0,0,0.07142857142857142,0.06436781609195402,1,visa,professional_domain,0,0,1,0
1610,1390.0,0,40,5,4,10,104.0,1,0,1,1,5,1,21,2,13,0,0,20.0,110.9,3,0,2,18,82,0,0.125,0.17307692307692307,0,protonmail,personal_domain,0,0,1,0
1611,1900.0,0,47,8,6,3,103.08,1,1,0,0,6,2,1,0,6,0,0,20.0,186.7,5,3,2,15,0,0,0.1702127659574468,0.14551804423748546,1,protonmail,personal_domain,0,1,0,0
1612,1200.0,0,62,3,4,8,123.8,0,2,0,0,6,2,2,2,2,1,1,10.0,105.3,3,0,1,16,0,0,0.04838709677419355,0.12924071082390953,1,homedepot,professional_domain,0,1,0,0
1613,1350.0,0,48,2,5,3,93.82,1,0,0,1,5,1,39,0,2,0,0,10.0,186.6,6,0,3,14,657,0,0.04166666666666666,0.14922191430398635,0,mcdonalds,professional_domain,0,0,1,0
1614,3450.0,0,87,8,8,7,108.9,1,0,0,1,6,1,6,0,3,0,0,10.0,212.5,10,2,3,11,0,0,0.09195402298850576,0.101010101010101,1,yahoo,personal_domain,0,1,0,0
1615,1487.5,0,14,1,12,8,109.2,0,1,0,1,6,2,3,1,0,0,0,30.0,75.9,3,0,3,13,0,0,0.07142857142857142,0.11904761904761905,1,protonmail,personal_domain,0,0,0,1
1616,1650.0,0,61,3,8,5,49.0,1,0,0,0,5,2,34,3,2,0,0,10.0,122.4,3,0,3,11,425,0,0.049180327868852465,0.22448979591836732,0,protonmail,personal_domain,0,0,1,0
1617,1350.0,0,49,8,7,3,33.78,1,1,0,1,6,1,5,0,1,0,0,20.0,138.9,4,2,2,16,0,0,0.16326530612244894,0.4736530491415039,1,protonmail,personal_domain,0,1,0,0
1618,765.0,0,14,3,11,2,182.47,1,0,0,1,5,1,5,0,0,0,0,20.0,130.6,4,0,1,18,0,0,0.21428571428571427,0.09864635282512194,1,ibm,professional_domain,0,0,1,0
1619,1119.0,0,49,8,5,7,95.95,0,3,1,0,5,1,38,0,0,1,0,30.0,93.6,2,0,2,17,72,0,0.16326530612244894,0.1771756122980719,0,verizon,professional_domain,0,0,1,0
1621,1910.0,0,52,7,6,7,32.82,1,1,0,1,5,2,2,0,3,0,0,10.0,150.4,5,1,3,12,14,0,0.1346153846153846,0.3656307129798903,1,protonmail,personal_domain,0,1,0,0
1622,1910.0,0,84,4,7,2,84.37,1,1,0,0,6,1,4,0,2,0,0,10.0,169.2,6,1,3,13,0,0,0.047619047619047616,0.15408320493066255,1,gmail,personal_domain,0,1,0,0
1624,3217.5,0,96,3,8,10,117.3,0,3,0,0,6,1,10,0,3,1,0,30.0,154.2,4,1,4,10,164,1,0.03125,0.08525149190110827,1,visa,professional_domain,0,1,0,0
1625,1800.0,0,51,8,8,4,52.95,1,3,0,0,5,2,5,3,0,0,0,20.0,133.7,3,1,3,14,0,0,0.1568627450980392,0.2644003777148253,1,live,junk_domain,0,1,0,0
1627,1375.0,0,32,4,6,5,145.75,1,1,0,1,5,1,13,0,5,0,0,10.0,134.4,5,1,3,15,541,0,0.125,0.10291595197255576,1,jnj,professional_domain,0,0,1,0
1628,2706.0,0,71,2,6,3,171.82,1,0,0,0,5,2,45,6,4,1,0,10.0,198.1,6,1,3,13,288,0,0.028169014084507043,0.07566057502037016,0,gmail,personal_domain,0,0,1,0
1629,1480.0,0,61,4,7,7,113.35,1,0,0,1,6,2,45,0,2,1,0,30.0,107.5,4,0,3,15,0,0,0.06557377049180327,0.13233348037053375,0,gmail,personal_domain,0,0,1,0
1632,7473.375,0,91,1,7,2,33.0,1,0,0,1,6,2,4,4,3,0,0,10.0,190.2,5,2,3,14,0,0,0.01098901098901099,0.42424242424242425,1,intel,professional_domain,0,1,0,0
1634,1225.0,0,26,9,6,2,108.4,1,0,1,1,5,1,24,0,1,1,1,30.0,229.0,9,0,3,12,0,0,0.3461538461538461,0.11070110701107012,0,yahoo,personal_domain,0,0,1,0
1635,3562.5,0,223,6,8,6,93.1,1,0,0,1,5,2,6,2,1,0,0,10.0,219.7,7,1,4,10,320,0,0.02690582959641256,0.10741138560687434,1,protonmail,personal_domain,0,1,0,0
1637,1150.0,0,107,4,4,7,53.2,1,0,0,1,6,2,7,0,0,1,1,20.0,121.6,4,1,2,17,0,0,0.037383177570093455,0.31954887218045114,1,disney,professional_domain,0,1,0,0
1638,4275.0,0,119,5,8,1,100.67,1,0,0,1,6,1,15,4,6,0,0,30.0,174.3,6,1,4,10,284,0,0.04201680672268908,0.09933445912387008,0,protonmail,personal_domain,0,1,0,0
1640,1730.0,0,66,3,4,9,144.37,0,3,0,1,6,1,2,0,0,0,0,20.0,120.0,4,0,4,10,98,0,0.045454545454545456,0.06926646810279144,1,chevron,professional_domain,0,1,0,0
1641,2885.75,0,46,1,7,4,31.0,1,1,0,1,6,1,6,0,4,1,0,20.0,136.3,4,2,2,17,70,0,0.021739130434782608,0.5483870967741935,1,exxon,professional_domain,0,1,0,0
1642,2132.0,0,59,5,7,1,102.4,1,0,0,0,4,1,8,2,1,1,0,30.0,168.0,5,1,3,14,0,0,0.0847457627118644,0.13671875,1,gmail,personal_domain,0,1,0,0
1644,1400.0,0,70,9,6,7,140.25,1,0,0,0,6,2,47,0,3,0,0,30.0,160.1,4,0,2,18,0,0,0.12857142857142856,0.12834224598930485,0,ibm,professional_domain,0,0,1,0
1645,5829.0,0,244,4,7,2,133.91,1,1,2,1,5,1,13,0,3,0,0,10.0,282.2,10,1,4,10,424,0,0.016393442622950817,0.07467702188036741,1,yahoo,personal_domain,0,1,0,0
1646,970.0,0,13,4,11,5,10.33,1,1,0,0,5,1,12,0,3,0,0,30.0,134.4,4,1,1,17,0,0,0.3076923076923077,1.6456921587608906,1,yahoo,personal_domain,0,0,1,0
1648,810.0,0,15,9,11,8,173.0,0,0,0,1,5,2,11,0,3,0,0,20.0,89.4,4,0,4,11,0,0,0.6,0.06358381502890173,1,protonmail,personal_domain,0,0,1,0
1649,1854.0,0,40,2,8,8,33.1,1,0,1,1,6,1,10,3,6,0,0,10.0,126.6,4,1,3,14,16,0,0.05,0.4229607250755287,1,protonmail,personal_domain,0,0,0,1
1650,1099.0,0,91,5,6,7,75.62,1,1,0,1,5,2,1,1,8,0,0,30.0,90.4,4,0,2,17,41,0,0.054945054945054944,0.224808251785242,1,protonmail,personal_domain,0,1,0,0
1651,1330.0,0,33,9,7,9,41.58,0,1,0,1,6,1,34,3,0,1,0,10.0,76.7,2,0,2,16,182,0,0.2727272727272727,0.3848003848003848,0,yahoo,personal_domain,0,0,1,0
1652,1285.0,0,93,4,5,3,87.64,1,0,0,1,6,2,13,0,3,0,0,20.0,113.3,3,0,3,13,0,0,0.04301075268817205,0.14833409402099498,1,protonmail,personal_domain,0,1,0,0
